slurm-1431360.out:DATA,47.735,,,,,,,,
slurm-1431361.out:DATA,24.436,,,,,,,,
slurm-1431362.out:DATA,12.56,,,,,,,,
slurm-1431363.out:DATA,15.398,,,,,,,,
slurm-1431364.out:DATA,6.182,,,47.735,45.752,48.146,47.768,49.253,47.7308
slurm-1431365.out:DATA,45.752,,,24.436,23.054,24.209,23.337,23.935,23.7942
slurm-1431366.out:DATA,23.054,,,12.56,25.88,12.338,23.618,12.309,17.341
slurm-1431367.out:DATA,25.88,,,15.398,15.738,15.458,6.396,6.436,11.8852
slurm-1431368.out:DATA,15.738,,,6.182,3.43,4.823,4.838,3.459,4.5464
slurm-1431369.out:DATA,3.43,,,,,,,,
slurm-1431370.out:DATA,48.146,,,,,,,,
slurm-1431371.out:DATA,24.209,,,,,,,,
slurm-1431372.out:DATA,12.338,,,,,,,,
slurm-1431373.out:DATA,15.458,,,,,,,,
slurm-1431374.out:DATA,4.823,,,,,,,,
slurm-1431376.out:DATA,47.768,,,,,,,,
slurm-1431377.out:DATA,23.337,,,,,,,,
slurm-1431378.out:DATA,23.618,,,,,,,,
slurm-1431379.out:DATA,6.396,,,,,,,,
slurm-1431380.out:DATA,4.838,,,,,,,,
slurm-1431381.out:DATA,49.253,,,,,,,,
slurm-1431382.out:DATA,23.935,,,,,,,,
slurm-1431383.out:DATA,12.309,,,,,,,,
slurm-1431384.out:DATA,6.436,,,,,,,,
slurm-1431385.out:DATA,3.459,,,,,,,,
