slurm-1432052.out:DATA,4355.881,,,,,,,,,
slurm-1432053.out:DATA,2434.304,,,,,,,,,
slurm-1432054.out:DATA,2431.573,,,,,,,,,
slurm-1432055.out:DATA,662.775,,,,,,,,,
slurm-1432056.out:DATA,314.746,,,,4355.881,4890.6,4898.783,4899.662,4894.89,4787.9632
slurm-1432057.out:DATA,4890.6,,,,2434.304,2504.676,2522.368,2525.235,2511.585,2499.6336
slurm-1432058.out:DATA,2504.676,,,,2431.573,1254.48,1256.483,1288.94,1257.041,1497.7034
slurm-1432059.out:DATA,1254.48,,,,662.775,664.029,628.809,628.274,628.708,642.519
slurm-1432060.out:DATA,664.029,,,,314.746,331.092,317.468,330.624,316.498,322.0856
slurm-1432061.out:DATA,331.092,,,,,,,,,
slurm-1432062.out:DATA,4898.783,,,,,,,,,
slurm-1432063.out:DATA,2522.368,,,,,,,,,
slurm-1432064.out:DATA,1256.483,,,,,,,,,
slurm-1432065.out:DATA,628.809,,,,,,,,,
slurm-1432066.out:DATA,317.468,,,,,,,,,
slurm-1432067.out:DATA,4899.662,,,,,,,,,
slurm-1432068.out:DATA,2525.235,,,,,,,,,
slurm-1432069.out:DATA,1288.94,,,,,,,,,
slurm-1432070.out:DATA,628.274,,,,,,,,,
slurm-1432071.out:DATA,330.624,,,,,,,,,
slurm-1432072.out:DATA,4894.89,,,,,,,,,
slurm-1432073.out:DATA,2511.585,,,,,,,,,
slurm-1432074.out:DATA,1257.041,,,,,,,,,
slurm-1432075.out:DATA,628.708,,,,,,,,,
slurm-1432076.out:DATA,316.498,,,,,,,,,
