slurm-1431425.out:DATA,9627.083,,,,,,,,,
slurm-1431426.out:DATA,4990.762,,,,,,,,,
slurm-1431427.out:DATA,2543.635,,,,,,,,,
slurm-1431428.out:DATA,1291.584,,,,,,,,,
slurm-1431429.out:DATA,630.25,,,,,,,,,
slurm-1431430.out:DATA,9625.175,,,,9627.083,9625.175,10026.429,10022.727,10023.989,9865.0806
slurm-1431431.out:DATA,4949.034,,,,4990.762,4949.034,5019.834,5061.591,5049.673,5014.1788
slurm-1431432.out:DATA,2510.707,,,,2543.635,2510.707,2550.806,2513.259,2526.636,2529.0086
slurm-1431433.out:DATA,1257.397,,,,1291.584,1257.397,1291.15,1257.487,1289.569,1277.4374
slurm-1431434.out:DATA,631.863,,,,630.25,631.863,629.883,640.292,630.096,632.4768
slurm-1431435.out:DATA,10026.429,,,,,,,,,
slurm-1431436.out:DATA,5019.834,,,,,,,,,
slurm-1431437.out:DATA,2550.806,,,,,,,,,
slurm-1431438.out:DATA,1291.15,,,,,,,,,
slurm-1431439.out:DATA,629.883,,,,,,,,,
slurm-1431440.out:DATA,10022.727,,,,,,,,,
slurm-1431441.out:DATA,5061.591,,,,,,,,,
slurm-1431442.out:DATA,2513.259,,,,,,,,,
slurm-1431443.out:DATA,1257.487,,,,,,,,,
slurm-1431444.out:DATA,640.292,,,,,,,,,
slurm-1431445.out:DATA,10023.989,,,,,,,,,
slurm-1431446.out:DATA,5049.673,,,,,,,,,
slurm-1431447.out:DATA,2526.636,,,,,,,,,
slurm-1431448.out:DATA,1289.569,,,,,,,,,
slurm-1431449.out:DATA,630.096,,,,,,,,,
