slurm-1431766.out:DATA,440.668,,,,,,,,
slurm-1431767.out:DATA,241.658,,,,,,,,
slurm-1431768.out:DATA,184.431,,,,,,,,
slurm-1431769.out:DATA,62.837,,,,,,,,
slurm-1431770.out:DATA,36.504,,,,,,,,
slurm-1431771.out:DATA,490.725,,,440.668,490.725,493.201,490.534,492.912,481.608
slurm-1431772.out:DATA,250.157,,,241.658,250.157,249.332,241.903,251.211,246.8522
slurm-1431773.out:DATA,121.865,,,184.431,121.865,124.944,124.018,136.294,138.3104
slurm-1431774.out:DATA,84.912,,,62.837,84.912,62.555,61.724,62.849,66.9754
slurm-1431775.out:DATA,31.429,,,36.504,31.429,31.474,30.598,31.065,32.214
slurm-1431776.out:DATA,493.201,,,,,,,,
slurm-1431777.out:DATA,249.332,,,,,,,,
slurm-1431778.out:DATA,124.944,,,,,,,,
slurm-1431779.out:DATA,62.555,,,,,,,,
slurm-1431780.out:DATA,31.474,,,,,,,,
slurm-1431781.out:DATA,490.534,,,,,,,,
slurm-1431782.out:DATA,241.903,,,,,,,,
slurm-1431783.out:DATA,124.018,,,,,,,,
slurm-1431784.out:DATA,61.724,,,,,,,,
slurm-1431785.out:DATA,30.598,,,,,,,,
slurm-1431786.out:DATA,492.912,,,,,,,,
slurm-1431787.out:DATA,251.211,,,,,,,,
slurm-1431788.out:DATA,136.294,,,,,,,,
slurm-1431789.out:DATA,62.849,,,,,,,,
slurm-1431790.out:DATA,31.065,,,,,,,,
