slurm-1431826.out:DATA,4752.438,,,,,,,,
slurm-1431827.out:DATA,2472.043,,,,,,,,
slurm-1431828.out:DATA,1254.949,,,,,,,,
slurm-1431829.out:DATA,627.666,,,,,,,,
slurm-1431830.out:DATA,314.177,,,,,,,,
slurm-1431831.out:DATA,4743.306,,,4752.438,4743.306,4748.302,4800.425,4794.25,4767.7442
slurm-1431832.out:DATA,2473.851,,,2472.043,2473.851,2445.123,2501.231,2509.873,2480.4242
slurm-1431833.out:DATA,1254.251,,,1254.949,1254.251,1252.793,1254.225,1254.638,1254.1712
slurm-1431834.out:DATA,627.202,,,627.666,627.202,650.516,650.584,627.573,636.7082
slurm-1431835.out:DATA,312.641,,,314.177,312.641,314.016,313.721,313.844,313.6798
slurm-1431836.out:DATA,4748.302,,,,,,,,
slurm-1431837.out:DATA,2445.123,,,,,,,,
slurm-1431838.out:DATA,1252.793,,,,,,,,
slurm-1431839.out:DATA,650.516,,,,,,,,
slurm-1431840.out:DATA,314.016,,,,,,,,
slurm-1431841.out:DATA,4800.425,,,,,,,,
slurm-1431842.out:DATA,2501.231,,,,,,,,
slurm-1431843.out:DATA,1254.225,,,,,,,,
slurm-1431844.out:DATA,650.584,,,,,,,,
slurm-1431845.out:DATA,313.721,,,,,,,,
slurm-1431846.out:DATA,4794.25,,,,,,,,
slurm-1431847.out:DATA,2509.873,,,,,,,,
slurm-1431848.out:DATA,1254.638,,,,,,,,
slurm-1431849.out:DATA,627.573,,,,,,,,
slurm-1431850.out:DATA,313.844,,,,,,,,
