slurm-1431851.out:DATA,9161.448,,,,,,,,,
slurm-1431852.out:DATA,4803.142,,,,,,,,,
slurm-1431853.out:DATA,2532.367,,,,,,,,,
slurm-1431854.out:DATA,1287.661,,,,,,,,,
slurm-1431855.out:DATA,682.604,,,,,,,,,
slurm-1431856.out:DATA,9790.652,,,,9161.448,9790.652,9795.295,9799.557,9795.945,9668.5794
slurm-1431857.out:DATA,5008.818,,,,4803.142,5008.818,5015.224,5018.852,5016.964,4972.6
slurm-1431858.out:DATA,2509.125,,,,2532.367,2509.125,2513.498,2548.695,2512.933,2523.3236
slurm-1431859.out:DATA,1264.174,,,,1287.661,1264.174,1258.571,1255.169,1256.678,1264.4506
slurm-1431860.out:DATA,627.864,,,,682.604,627.864,627.629,626.985,626.715,638.3594
slurm-1431861.out:DATA,9795.295,,,,,,,,,
slurm-1431862.out:DATA,5015.224,,,,,,,,,
slurm-1431863.out:DATA,2513.498,,,,,,,,,
slurm-1431864.out:DATA,1258.571,,,,,,,,,
slurm-1431865.out:DATA,627.629,,,,,,,,,
slurm-1431866.out:DATA,9799.557,,,,,,,,,
slurm-1431867.out:DATA,5018.852,,,,,,,,,
slurm-1431868.out:DATA,2548.695,,,,,,,,,
slurm-1431869.out:DATA,1255.169,,,,,,,,,
slurm-1431870.out:DATA,626.985,,,,,,,,,
slurm-1431871.out:DATA,9795.945,,,,,,,,,
slurm-1431872.out:DATA,5016.964,,,,,,,,,
slurm-1431873.out:DATA,2512.933,,,,,,,,,
slurm-1431874.out:DATA,1256.678,,,,,,,,,
slurm-1431875.out:DATA,626.715,,,,,,,,,
